"Country","Year","Age","mx","Sex","class","Age_class","mx_c"
"A&M",1974,0,0.018116375,"Female",0,"0-0",0.018116375
"A&M",1974,0,0.020586352,"Male",0,"0-0",0.020586352
"A&M",1974,1,0.001096571,"Female",1,"1-4",0.00067044224895113
"A&M",1974,1,0.001369337,"Male",1,"1-4",0.0008678682930949
"A&M",1974,2,0.000736061,"Female",1,"1-4",0.00067044224895113
"A&M",1974,2,0.000933616,"Male",1,"1-4",0.0008678682930949
"A&M",1974,3,0.000495933,"Female",1,"1-4",0.00067044224895113
"A&M",1974,3,0.000660408,"Male",1,"1-4",0.0008678682930949
"A&M",1974,4,0.000351322,"Female",1,"1-4",0.00067044224895113
"A&M",1974,4,0.000517444,"Male",1,"1-4",0.0008678682930949
"A&M",1974,5,0.000319761,"Female",2,"5-9",0.000267229539482962
"A&M",1974,5,0.000530221,"Male",2,"5-9",0.000553463381709373
"A&M",1974,6,0.000313069,"Female",2,"5-9",0.000267229539482962
"A&M",1974,6,0.000570243,"Male",2,"5-9",0.000553463381709373
"A&M",1974,7,0.000272877,"Female",2,"5-9",0.000267229539482962
"A&M",1974,7,0.000587222,"Male",2,"5-9",0.000553463381709373
"A&M",1974,8,0.00024544,"Female",2,"5-9",0.000267229539482962
"A&M",1974,8,0.000567581,"Male",2,"5-9",0.000553463381709373
"A&M",1974,9,0.000191748,"Female",2,"5-9",0.000267229539482962
"A&M",1974,9,0.000513992,"Male",2,"5-9",0.000553463381709373
"A&M",1974,10,0.000175135,"Female",3,"10-14",0.000269404570956703
"A&M",1974,10,0.000492111,"Male",3,"10-14",0.000499830937104226
"A&M",1974,11,0.000222045,"Female",3,"10-14",0.000269404570956703
"A&M",1974,11,0.000482166,"Male",3,"10-14",0.000499830937104226
"A&M",1974,12,0.000284671,"Female",3,"10-14",0.000269404570956703
"A&M",1974,12,0.000479555,"Male",3,"10-14",0.000499830937104226
"A&M",1974,13,0.000326903,"Female",3,"10-14",0.000269404570956703
"A&M",1974,13,0.000485248,"Male",3,"10-14",0.000499830937104226
"A&M",1974,14,0.000339037,"Female",3,"10-14",0.000269404570956703
"A&M",1974,14,0.000561358,"Male",3,"10-14",0.000499830937104226
"A&M",1974,15,0.000306167,"Female",4,"15-19",0.000312427370999848
"A&M",1974,15,0.000677149,"Male",4,"15-19",0.000864499315380058
"A&M",1974,16,0.000268606,"Female",4,"15-19",0.000312427370999848
"A&M",1974,16,0.000813351,"Male",4,"15-19",0.000864499315380058
"A&M",1974,17,0.000274708,"Female",4,"15-19",0.000312427370999848
"A&M",1974,17,0.000920814,"Male",4,"15-19",0.000864499315380058
"A&M",1974,18,0.000329034,"Female",4,"15-19",0.000312427370999848
"A&M",1974,18,0.000964795,"Male",4,"15-19",0.000864499315380058
"A&M",1974,19,0.000383413,"Female",4,"15-19",0.000312427370999848
"A&M",1974,19,0.000945737,"Male",4,"15-19",0.000864499315380058
"A&M",1974,20,0.000431643,"Female",5,"20-24",0.00042200602388574
"A&M",1974,20,0.000985475,"Male",5,"20-24",0.000988972337611969
"A&M",1974,21,0.000459436,"Female",5,"20-24",0.00042200602388574
"A&M",1974,21,0.0009797,"Male",5,"20-24",0.000988972337611969
"A&M",1974,22,0.000434204,"Female",5,"20-24",0.00042200602388574
"A&M",1974,22,0.000964195,"Male",5,"20-24",0.000988972337611969
"A&M",1974,23,0.000393077,"Female",5,"20-24",0.00042200602388574
"A&M",1974,23,0.000986156,"Male",5,"20-24",0.000988972337611969
"A&M",1974,24,0.000392457,"Female",5,"20-24",0.00042200602388574
"A&M",1974,24,0.001027348,"Male",5,"20-24",0.000988972337611969
"A&M",1974,25,0.000421529,"Female",6,"25-29",0.000564043052882265
"A&M",1974,25,0.001028989,"Male",6,"25-29",0.000980581084916592
"A&M",1974,26,0.00049011,"Female",6,"25-29",0.000564043052882265
"A&M",1974,26,0.001012012,"Male",6,"25-29",0.000980581084916592
"A&M",1974,27,0.000614479,"Female",6,"25-29",0.000564043052882265
"A&M",1974,27,0.00095893,"Male",6,"25-29",0.000980581084916592
"A&M",1974,28,0.00067771,"Female",6,"25-29",0.000564043052882265
"A&M",1974,28,0.000902297,"Male",6,"25-29",0.000980581084916592
"A&M",1974,29,0.000674658,"Female",6,"25-29",0.000564043052882265
"A&M",1974,29,0.000983744,"Male",6,"25-29",0.000980581084916592
"A&M",1974,30,0.000642056,"Female",7,"30-34",0.000757897076999001
"A&M",1974,30,0.001188446,"Male",7,"30-34",0.00127223040635159
"A&M",1974,31,0.000621963,"Female",7,"30-34",0.000757897076999001
"A&M",1974,31,0.001327751,"Male",7,"30-34",0.00127223040635159
"A&M",1974,32,0.000651312,"Female",7,"30-34",0.000757897076999001
"A&M",1974,32,0.001325368,"Male",7,"30-34",0.00127223040635159
"A&M",1974,33,0.000788721,"Female",7,"30-34",0.000757897076999001
"A&M",1974,33,0.001274872,"Male",7,"30-34",0.00127223040635159
"A&M",1974,34,0.001015806,"Female",7,"30-34",0.000757897076999001
"A&M",1974,34,0.001250762,"Male",7,"30-34",0.00127223040635159
"A&M",1974,35,0.001142953,"Female",8,"35-39",0.00113906295742183
"A&M",1974,35,0.001339397,"Male",8,"35-39",0.00175084648542837
"A&M",1974,36,0.001171045,"Female",8,"35-39",0.00113906295742183
"A&M",1974,36,0.001505172,"Male",8,"35-39",0.00175084648542837
"A&M",1974,37,0.001128727,"Female",8,"35-39",0.00113906295742183
"A&M",1974,37,0.001710672,"Male",8,"35-39",0.00175084648542837
"A&M",1974,38,0.001114301,"Female",8,"35-39",0.00113906295742183
"A&M",1974,38,0.002002403,"Male",8,"35-39",0.00175084648542837
"A&M",1974,39,0.00114007,"Female",8,"35-39",0.00113906295742183
"A&M",1974,39,0.002193233,"Male",8,"35-39",0.00175084648542837
"A&M",1974,40,0.00135695,"Female",9,"40-44",0.00156017713838831
"A&M",1974,40,0.00236746,"Male",9,"40-44",0.00273987535916392
"A&M",1974,41,0.001499333,"Female",9,"40-44",0.00156017713838831
"A&M",1974,41,0.002519351,"Male",9,"40-44",0.00273987535916392
"A&M",1974,42,0.001549159,"Female",9,"40-44",0.00156017713838831
"A&M",1974,42,0.002583324,"Male",9,"40-44",0.00273987535916392
"A&M",1974,43,0.001574068,"Female",9,"40-44",0.00156017713838831
"A&M",1974,43,0.002891677,"Male",9,"40-44",0.00273987535916392
"A&M",1974,44,0.001802934,"Female",9,"40-44",0.00156017713838831
"A&M",1974,44,0.003293899,"Male",9,"40-44",0.00273987535916392
"A&M",1974,45,0.001943738,"Female",10,"45-49",0.00235895296019375
"A&M",1974,45,0.003538383,"Male",10,"45-49",0.00461829291297614
"A&M",1974,46,0.00211283,"Female",10,"45-49",0.00235895296019375
"A&M",1974,46,0.003989959,"Male",10,"45-49",0.00461829291297614
"A&M",1974,47,0.002330453,"Female",10,"45-49",0.00235895296019375
"A&M",1974,47,0.004368136,"Male",10,"45-49",0.00461829291297614
"A&M",1974,48,0.002583184,"Female",10,"45-49",0.00235895296019375
"A&M",1974,48,0.00506193,"Male",10,"45-49",0.00461829291297614
"A&M",1974,49,0.002806344,"Female",10,"45-49",0.00235895296019375
"A&M",1974,49,0.006126951,"Male",10,"45-49",0.00461829291297614
"A&M",1974,50,0.003332677,"Female",11,"50-54",0.00373786494208442
"A&M",1974,50,0.007110963,"Male",11,"50-54",0.0075031147975269
"A&M",1974,51,0.003670207,"Female",11,"50-54",0.00373786494208442
"A&M",1974,51,0.00741054,"Male",11,"50-54",0.0075031147975269
"A&M",1974,52,0.003747774,"Female",11,"50-54",0.00373786494208442
"A&M",1974,52,0.007746285,"Male",11,"50-54",0.0075031147975269
"A&M",1974,53,0.003850554,"Female",11,"50-54",0.00373786494208442
"A&M",1974,53,0.007611575,"Male",11,"50-54",0.0075031147975269
"A&M",1974,54,0.004128711,"Female",11,"50-54",0.00373786494208442
"A&M",1974,54,0.007659832,"Male",11,"50-54",0.0075031147975269
"A&M",1974,55,0.00482671,"Female",12,"55-59",0.006454848435012
"A&M",1974,55,0.00820876,"Male",12,"55-59",0.0116647424566865
"A&M",1974,56,0.005994099,"Female",12,"55-59",0.006454848435012
"A&M",1974,56,0.010062811,"Male",12,"55-59",0.0116647424566865
"A&M",1974,57,0.006803079,"Female",12,"55-59",0.006454848435012
"A&M",1974,57,0.011576722,"Male",12,"55-59",0.0116647424566865
"A&M",1974,58,0.007008099,"Female",12,"55-59",0.006454848435012
"A&M",1974,58,0.012691123,"Male",12,"55-59",0.0116647424566865
"A&M",1974,59,0.007057194,"Female",12,"55-59",0.006454848435012
"A&M",1974,59,0.01404781,"Male",12,"55-59",0.0116647424566865
"A&M",1974,60,0.007235,"Female",13,"60-64",0.0097489398313567
"A&M",1974,60,0.014505244,"Male",13,"60-64",0.0170192769631117
"A&M",1974,61,0.008387598,"Female",13,"60-64",0.0097489398313567
"A&M",1974,61,0.015541861,"Male",13,"60-64",0.0170192769631117
"A&M",1974,62,0.009754672,"Female",13,"60-64",0.0097489398313567
"A&M",1974,62,0.016895031,"Male",13,"60-64",0.0170192769631117
"A&M",1974,63,0.011124266,"Female",13,"60-64",0.0097489398313567
"A&M",1974,63,0.018392031,"Male",13,"60-64",0.0170192769631117
"A&M",1974,64,0.012229972,"Female",13,"60-64",0.0097489398313567
"A&M",1974,64,0.019721599,"Male",13,"60-64",0.0170192769631117
"A&M",1974,65,0.014145153,"Female",14,"65-69",0.0173907757271004
"A&M",1974,65,0.023225875,"Male",14,"65-69",0.0281664783557344
"A&M",1974,66,0.015649609,"Female",14,"65-69",0.0173907757271004
"A&M",1974,66,0.026476469,"Male",14,"65-69",0.0281664783557344
"A&M",1974,67,0.017402234,"Female",14,"65-69",0.0173907757271004
"A&M",1974,67,0.028735611,"Male",14,"65-69",0.0281664783557344
"A&M",1974,68,0.018745555,"Female",14,"65-69",0.0173907757271004
"A&M",1974,68,0.029956478,"Male",14,"65-69",0.0281664783557344
"A&M",1974,69,0.021744508,"Female",14,"65-69",0.0173907757271004
"A&M",1974,69,0.033711604,"Male",14,"65-69",0.0281664783557344
"A&M",1974,70,0.025086696,"Female",15,"70-74",0.0327180438887881
"A&M",1974,70,0.037058243,"Male",15,"70-74",0.0481331409088058
"A&M",1974,71,0.03053387,"Female",15,"70-74",0.0327180438887881
"A&M",1974,71,0.043865423,"Male",15,"70-74",0.0481331409088058
"A&M",1974,72,0.033313711,"Female",15,"70-74",0.0327180438887881
"A&M",1974,72,0.049130088,"Male",15,"70-74",0.0481331409088058
"A&M",1974,73,0.036673061,"Female",15,"70-74",0.0327180438887881
"A&M",1974,73,0.054405849,"Male",15,"70-74",0.0481331409088058
"A&M",1974,74,0.038932437,"Female",15,"70-74",0.0327180438887881
"A&M",1974,74,0.058309705,"Male",15,"70-74",0.0481331409088058
"A&M",1974,75,0.042455244,"Female",16,"75-79",0.0557885877961561
"A&M",1974,75,0.063672443,"Male",16,"75-79",0.0765836779713591
"A&M",1974,76,0.047073767,"Female",16,"75-79",0.0557885877961561
"A&M",1974,76,0.067716365,"Male",16,"75-79",0.0765836779713591
"A&M",1974,77,0.055760108,"Female",16,"75-79",0.0557885877961561
"A&M",1974,77,0.077284063,"Male",16,"75-79",0.0765836779713591
"A&M",1974,78,0.066180914,"Female",16,"75-79",0.0557885877961561
"A&M",1974,78,0.088772112,"Male",16,"75-79",0.0765836779713591
"A&M",1974,79,0.076121376,"Female",16,"75-79",0.0557885877961561
"A&M",1974,79,0.099771662,"Male",16,"75-79",0.0765836779713591
"A&M",1974,80,0.084028111,"Female",17,"80-84",0.0992820428831776
"A&M",1974,80,0.108469978,"Male",17,"80-84",0.123655020795672
"A&M",1974,81,0.088389956,"Female",17,"80-84",0.0992820428831776
"A&M",1974,81,0.113051919,"Male",17,"80-84",0.123655020795672
"A&M",1974,82,0.099114165,"Female",17,"80-84",0.0992820428831776
"A&M",1974,82,0.124218221,"Male",17,"80-84",0.123655020795672
"A&M",1974,83,0.111103318,"Female",17,"80-84",0.0992820428831776
"A&M",1974,83,0.136430093,"Male",17,"80-84",0.123655020795672
"A&M",1974,84,0.124495233,"Female",17,"80-84",0.0992820428831776
"A&M",1974,84,0.149773324,"Male",17,"80-84",0.123655020795672
"A&M",1974,85,0.139440095,"Female",18,"85-89",0.169754573613519
"A&M",1974,85,0.164336015,"Male",18,"85-89",0.1917558736372
"A&M",1974,86,0.156102757,"Female",18,"85-89",0.169754573613519
"A&M",1974,86,0.180216446,"Male",18,"85-89",0.1917558736372
"A&M",1974,87,0.174660577,"Female",18,"85-89",0.169754573613519
"A&M",1974,87,0.197511843,"Male",18,"85-89",0.1917558736372
"A&M",1974,88,0.195301477,"Female",18,"85-89",0.169754573613519
"A&M",1974,88,0.216326354,"Male",18,"85-89",0.1917558736372
"A&M",1974,89,0.218229358,"Female",18,"85-89",0.169754573613519
"A&M",1974,89,0.236763749,"Male",18,"85-89",0.1917558736372
"A&M",1974,90,0.24365623,"Female",19,"90-94",0.286773101684662
"A&M",1974,90,0.258934292,"Male",19,"90-94",0.294617164653748
"A&M",1974,91,0.271811886,"Female",19,"90-94",0.286773101684662
"A&M",1974,91,0.282948653,"Male",19,"90-94",0.294617164653748
"A&M",1974,92,0.302925668,"Female",19,"90-94",0.286773101684662
"A&M",1974,92,0.308915733,"Male",19,"90-94",0.294617164653748
"A&M",1974,93,0.337241586,"Female",19,"90-94",0.286773101684662
"A&M",1974,93,0.336946353,"Male",19,"90-94",0.294617164653748
"A&M",1974,94,0.375002588,"Female",19,"90-94",0.286773101684662
"A&M",1974,94,0.367147606,"Male",19,"90-94",0.294617164653748
"A&M",1974,95,0.413872945,"Female",20,"95-99",0.462695265036539
"A&M",1974,95,0.402083602,"Male",20,"95-99",0.447502759841216
"A&M",1974,96,0.455980337,"Female",20,"95-99",0.462695265036539
"A&M",1974,96,0.439930396,"Male",20,"95-99",0.447502759841216
"A&M",1974,97,0.50140857,"Female",20,"95-99",0.462695265036539
"A&M",1974,97,0.480874973,"Male",20,"95-99",0.447502759841216
"A&M",1974,98,0.550204164,"Female",20,"95-99",0.462695265036539
"A&M",1974,98,0.525108405,"Male",20,"95-99",0.447502759841216
"A&M",1974,99,0.602358297,"Female",20,"95-99",0.462695265036539
"A&M",1974,99,0.57282788,"Male",20,"95-99",0.447502759841216
"A&M",1975,0,0.017980922,"Female",0,"0-0",0.017980922
"A&M",1975,0,0.020360557,"Male",0,"0-0",0.020360557
"A&M",1975,1,0.001041242,"Female",1,"1-4",0.000595120536417969
"A&M",1975,1,0.001343532,"Male",1,"1-4",0.000849974196871314
"A&M",1975,2,0.000647339,"Female",1,"1-4",0.000595120536417969
"A&M",1975,2,0.000922746,"Male",1,"1-4",0.000849974196871314
"A&M",1975,3,0.000408974,"Female",1,"1-4",0.000595120536417969
"A&M",1975,3,0.000646929,"Male",1,"1-4",0.000849974196871314
"A&M",1975,4,0.00028121,"Female",1,"1-4",0.000595120536417969
"A&M",1975,4,0.000486298,"Male",1,"1-4",0.000849974196871314
"A&M",1975,5,0.000279299,"Female",2,"5-9",0.000246818716250474
"A&M",1975,5,0.000452813,"Male",2,"5-9",0.000430754323655108
"A&M",1975,6,0.000271497,"Female",2,"5-9",0.000246818716250474
"A&M",1975,6,0.00046893,"Male",2,"5-9",0.000430754323655108
"A&M",1975,7,0.000266435,"Female",2,"5-9",0.000246818716250474
"A&M",1975,7,0.000457425,"Male",2,"5-9",0.000430754323655108
"A&M",1975,8,0.000230066,"Female",2,"5-9",0.000246818716250474
"A&M",1975,8,0.000418658,"Male",2,"5-9",0.000430754323655108
"A&M",1975,9,0.000191988,"Female",2,"5-9",0.000246818716250474
"A&M",1975,9,0.000361255,"Male",2,"5-9",0.000430754323655108
"A&M",1975,10,0.000154102,"Female",3,"10-14",0.00022489139417134
"A&M",1975,10,0.000330695,"Male",3,"10-14",0.00040496665591201
"A&M",1975,11,0.000181366,"Female",3,"10-14",0.00022489139417134
"A&M",1975,11,0.000341088,"Male",3,"10-14",0.00040496665591201
"A&M",1975,12,0.000238789,"Female",3,"10-14",0.00022489139417134
"A&M",1975,12,0.00037512,"Male",3,"10-14",0.00040496665591201
"A&M",1975,13,0.000267956,"Female",3,"10-14",0.00022489139417134
"A&M",1975,13,0.000437726,"Male",3,"10-14",0.00040496665591201
"A&M",1975,14,0.000286401,"Female",3,"10-14",0.00022489139417134
"A&M",1975,14,0.000549211,"Male",3,"10-14",0.00040496665591201
"A&M",1975,15,0.00028178,"Female",4,"15-19",0.000308612417136415
"A&M",1975,15,0.000685885,"Male",4,"15-19",0.000873611850986046
"A&M",1975,16,0.000266385,"Female",4,"15-19",0.000308612417136415
"A&M",1975,16,0.000850642,"Male",4,"15-19",0.000873611850986046
"A&M",1975,17,0.000297564,"Female",4,"15-19",0.000308612417136415
"A&M",1975,17,0.000936268,"Male",4,"15-19",0.000873611850986046
"A&M",1975,18,0.000340668,"Female",4,"15-19",0.000308612417136415
"A&M",1975,18,0.000950061,"Male",4,"15-19",0.000873611850986046
"A&M",1975,19,0.000359465,"Female",4,"15-19",0.000308612417136415
"A&M",1975,19,0.000952784,"Male",4,"15-19",0.000873611850986046
"A&M",1975,20,0.000401991,"Female",5,"20-24",0.000435874542901496
"A&M",1975,20,0.00096919,"Male",5,"20-24",0.000993888575946973
"A&M",1975,21,0.000429052,"Female",5,"20-24",0.000435874542901496
"A&M",1975,21,0.000967218,"Male",5,"20-24",0.000993888575946973
"A&M",1975,22,0.000430523,"Female",5,"20-24",0.000435874542901496
"A&M",1975,22,0.001001822,"Male",5,"20-24",0.000993888575946973
"A&M",1975,23,0.00044615,"Female",5,"20-24",0.000435874542901496
"A&M",1975,23,0.0010104,"Male",5,"20-24",0.000993888575946973
"A&M",1975,24,0.000473792,"Female",5,"20-24",0.000435874542901496
"A&M",1975,24,0.001022202,"Male",5,"20-24",0.000993888575946973
"A&M",1975,25,0.000506918,"Female",6,"25-29",0.000579883192395862
"A&M",1975,25,0.001001091,"Male",6,"25-29",0.000981458519028454
"A&M",1975,26,0.000571333,"Female",6,"25-29",0.000579883192395862
"A&M",1975,26,0.000978078,"Male",6,"25-29",0.000981458519028454
"A&M",1975,27,0.000622083,"Female",6,"25-29",0.000579883192395862
"A&M",1975,27,0.00093867,"Male",6,"25-29",0.000981458519028454
"A&M",1975,28,0.000623264,"Female",6,"25-29",0.000579883192395862
"A&M",1975,28,0.000976927,"Male",6,"25-29",0.000981458519028454
"A&M",1975,29,0.000578497,"Female",6,"25-29",0.000579883192395862
"A&M",1975,29,0.001018779,"Male",6,"25-29",0.000981458519028454
"A&M",1975,30,0.000522987,"Female",7,"30-34",0.000672994624460183
"A&M",1975,30,0.001130639,"Male",7,"30-34",0.0011537794605945
"A&M",1975,31,0.000520886,"Female",7,"30-34",0.000672994624460183
"A&M",1975,31,0.001137797,"Male",7,"30-34",0.0011537794605945
"A&M",1975,32,0.000649101,"Female",7,"30-34",0.000672994624460183
"A&M",1975,32,0.001136526,"Male",7,"30-34",0.0011537794605945
"A&M",1975,33,0.000767925,"Female",7,"30-34",0.000672994624460183
"A&M",1975,33,0.001149631,"Male",7,"30-34",0.0011537794605945
"A&M",1975,34,0.000875563,"Female",7,"30-34",0.000672994624460183
"A&M",1975,34,0.001207699,"Male",7,"30-34",0.0011537794605945
"A&M",1975,35,0.000918782,"Female",8,"35-39",0.000999622885369315
"A&M",1975,35,0.001275353,"Male",8,"35-39",0.00167518162986441
"A&M",1975,36,0.000947128,"Female",8,"35-39",0.000999622885369315
"A&M",1975,36,0.001425936,"Male",8,"35-39",0.00167518162986441
"A&M",1975,37,0.000967358,"Female",8,"35-39",0.000999622885369315
"A&M",1975,37,0.0015944,"Male",8,"35-39",0.00167518162986441
"A&M",1975,38,0.001035796,"Female",8,"35-39",0.000999622885369315
"A&M",1975,38,0.001885416,"Male",8,"35-39",0.00167518162986441
"A&M",1975,39,0.001126374,"Female",8,"35-39",0.000999622885369315
"A&M",1975,39,0.002210902,"Male",8,"35-39",0.00167518162986441
"A&M",1975,40,0.001284745,"Female",9,"40-44",0.00159999872763482
"A&M",1975,40,0.002467331,"Male",9,"40-44",0.00298477736351055
"A&M",1975,41,0.001480926,"Female",9,"40-44",0.00159999872763482
"A&M",1975,41,0.002781294,"Male",9,"40-44",0.00298477736351055
"A&M",1975,42,0.001652625,"Female",9,"40-44",0.00159999872763482
"A&M",1975,42,0.002989163,"Male",9,"40-44",0.00298477736351055
"A&M",1975,43,0.00170943,"Female",9,"40-44",0.00159999872763482
"A&M",1975,43,0.003210849,"Male",9,"40-44",0.00298477736351055
"A&M",1975,44,0.001851383,"Female",9,"40-44",0.00159999872763482
"A&M",1975,44,0.003434762,"Male",9,"40-44",0.00298477736351055
"A&M",1975,45,0.001978045,"Female",10,"45-49",0.00232287938023297
"A&M",1975,45,0.003726555,"Male",10,"45-49",0.00449136956470025
"A&M",1975,46,0.002074059,"Female",10,"45-49",0.00232287938023297
"A&M",1975,46,0.004165042,"Male",10,"45-49",0.00449136956470025
"A&M",1975,47,0.00229426,"Female",10,"45-49",0.00232287938023297
"A&M",1975,47,0.004638451,"Male",10,"45-49",0.00449136956470025
"A&M",1975,48,0.002481927,"Female",10,"45-49",0.00232287938023297
"A&M",1975,48,0.004902558,"Male",10,"45-49",0.00449136956470025
"A&M",1975,49,0.002778537,"Female",10,"45-49",0.00232287938023297
"A&M",1975,49,0.005009205,"Male",10,"45-49",0.00449136956470025
"A&M",1975,50,0.003174273,"Female",11,"50-54",0.00378306746350942
"A&M",1975,50,0.005181531,"Male",11,"50-54",0.00674111926277062
"A&M",1975,51,0.0035207,"Female",11,"50-54",0.00378306746350942
"A&M",1975,51,0.00590318,"Male",11,"50-54",0.00674111926277062
"A&M",1975,52,0.003971175,"Female",11,"50-54",0.00378306746350942
"A&M",1975,52,0.007068946,"Male",11,"50-54",0.00674111926277062
"A&M",1975,53,0.004092413,"Female",11,"50-54",0.00378306746350942
"A&M",1975,53,0.007659469,"Male",11,"50-54",0.00674111926277062
"A&M",1975,54,0.004130258,"Female",11,"50-54",0.00378306746350942
"A&M",1975,54,0.007924637,"Male",11,"50-54",0.00674111926277062
"A&M",1975,55,0.004648648,"Female",12,"55-59",0.00632423926905346
"A&M",1975,55,0.008142389,"Male",12,"55-59",0.0107873347096067
"A&M",1975,56,0.005268957,"Female",12,"55-59",0.00632423926905346
"A&M",1975,56,0.008856937,"Male",12,"55-59",0.0107873347096067
"A&M",1975,57,0.006434205,"Female",12,"55-59",0.00632423926905346
"A&M",1975,57,0.010839324,"Male",12,"55-59",0.0107873347096067
"A&M",1975,58,0.007506332,"Female",12,"55-59",0.00632423926905346
"A&M",1975,58,0.01260101,"Male",12,"55-59",0.0107873347096067
"A&M",1975,59,0.00789833,"Female",12,"55-59",0.00632423926905346
"A&M",1975,59,0.01361613,"Male",12,"55-59",0.0107873347096067
"A&M",1975,60,0.008242658,"Female",13,"60-64",0.0104418399653206
"A&M",1975,60,0.014321677,"Male",13,"60-64",0.0176718738642266
"A&M",1975,61,0.009039958,"Female",13,"60-64",0.0104418399653206
"A&M",1975,61,0.015398755,"Male",13,"60-64",0.0176718738642266
"A&M",1975,62,0.010473627,"Female",13,"60-64",0.0104418399653206
"A&M",1975,62,0.017228268,"Male",13,"60-64",0.0176718738642266
"A&M",1975,63,0.011969054,"Female",13,"60-64",0.0104418399653206
"A&M",1975,63,0.019584052,"Male",13,"60-64",0.0176718738642266
"A&M",1975,64,0.012578904,"Female",13,"60-64",0.0104418399653206
"A&M",1975,64,0.022065973,"Male",13,"60-64",0.0176718738642266
"A&M",1975,65,0.012483779,"Female",14,"65-69",0.0149345183230455
"A&M",1975,65,0.024219765,"Male",14,"65-69",0.0297566087274333
"A&M",1975,66,0.012899634,"Female",14,"65-69",0.0149345183230455
"A&M",1975,66,0.026270179,"Male",14,"65-69",0.0297566087274333
"A&M",1975,67,0.014256827,"Female",14,"65-69",0.0149345183230455
"A&M",1975,67,0.029798354,"Male",14,"65-69",0.0297566087274333
"A&M",1975,68,0.016501291,"Female",14,"65-69",0.0149345183230455
"A&M",1975,68,0.033882783,"Male",14,"65-69",0.0297566087274333
"A&M",1975,69,0.01927578,"Female",14,"65-69",0.0149345183230455
"A&M",1975,69,0.036509619,"Male",14,"65-69",0.0297566087274333
"A&M",1975,70,0.02432672,"Female",15,"70-74",0.0330335827685409
"A&M",1975,70,0.042077178,"Male",15,"70-74",0.0523045814261263
"A&M",1975,71,0.028899548,"Female",15,"70-74",0.0330335827685409
"A&M",1975,71,0.045705797,"Male",15,"70-74",0.0523045814261263
"A&M",1975,72,0.033148914,"Female",15,"70-74",0.0330335827685409
"A&M",1975,72,0.051559045,"Male",15,"70-74",0.0523045814261263
"A&M",1975,73,0.037284208,"Female",15,"70-74",0.0330335827685409
"A&M",1975,73,0.058325552,"Male",15,"70-74",0.0523045814261263
"A&M",1975,74,0.043901659,"Female",15,"70-74",0.0330335827685409
"A&M",1975,74,0.067471158,"Male",15,"70-74",0.0523045814261263
"A&M",1975,75,0.049243334,"Female",16,"75-79",0.0604144868103623
"A&M",1975,75,0.071962437,"Male",16,"75-79",0.0842737469089726
"A&M",1975,76,0.057064484,"Female",16,"75-79",0.0604144868103623
"A&M",1975,76,0.079830682,"Male",16,"75-79",0.0842737469089726
"A&M",1975,77,0.062101482,"Female",16,"75-79",0.0604144868103623
"A&M",1975,77,0.086788329,"Male",16,"75-79",0.0842737469089726
"A&M",1975,78,0.06675311,"Female",16,"75-79",0.0604144868103623
"A&M",1975,78,0.093844063,"Male",16,"75-79",0.0842737469089726
"A&M",1975,79,0.073034876,"Female",16,"75-79",0.0604144868103623
"A&M",1975,79,0.102072682,"Male",16,"75-79",0.0842737469089726
"A&M",1975,80,0.082678628,"Female",17,"80-84",0.106906232688214
"A&M",1975,80,0.112425984,"Male",17,"80-84",0.135299975175188
"A&M",1975,81,0.097593314,"Female",17,"80-84",0.106906232688214
"A&M",1975,81,0.125955114,"Male",17,"80-84",0.135299975175188
"A&M",1975,82,0.109206245,"Female",17,"80-84",0.106906232688214
"A&M",1975,82,0.138132694,"Male",17,"80-84",0.135299975175188
"A&M",1975,83,0.12216577,"Female",17,"80-84",0.106906232688214
"A&M",1975,83,0.151428887,"Male",17,"80-84",0.135299975175188
"A&M",1975,84,0.136616547,"Female",17,"80-84",0.106906232688214
"A&M",1975,84,0.165933895,"Male",17,"80-84",0.135299975175188
"A&M",1975,85,0.152716076,"Female",18,"85-89",0.185247913258761
"A&M",1975,85,0.18174009,"Male",18,"85-89",0.211324317568953
"A&M",1975,86,0.170637277,"Female",18,"85-89",0.185247913258761
"A&M",1975,86,0.198950832,"Male",18,"85-89",0.211324317568953
"A&M",1975,87,0.190566009,"Female",18,"85-89",0.185247913258761
"A&M",1975,87,0.21766787,"Male",18,"85-89",0.211324317568953
"A&M",1975,88,0.212699023,"Female",18,"85-89",0.185247913258761
"A&M",1975,88,0.238000306,"Male",18,"85-89",0.211324317568953
"A&M",1975,89,0.237249867,"Female",18,"85-89",0.185247913258761
"A&M",1975,89,0.260056452,"Male",18,"85-89",0.211324317568953
"A&M",1975,90,0.264440333,"Female",19,"90-94",0.310447702119732
"A&M",1975,90,0.283951506,"Male",19,"90-94",0.322172020972904
"A&M",1975,91,0.294511178,"Female",19,"90-94",0.310447702119732
"A&M",1975,91,0.309800805,"Male",19,"90-94",0.322172020972904
"A&M",1975,92,0.327702083,"Female",19,"90-94",0.310447702119732
"A&M",1975,92,0.337717394,"Male",19,"90-94",0.322172020972904
"A&M",1975,93,0.364268401,"Female",19,"90-94",0.310447702119732
"A&M",1975,93,0.367816163,"Male",19,"90-94",0.322172020972904
"A&M",1975,94,0.404464009,"Female",19,"90-94",0.310447702119732
"A&M",1975,94,0.400207514,"Male",19,"90-94",0.322172020972904
